Patch_ID,OS_Type,Patch_Type,Patch_Severity,Systems_Affected,Server_Usage,Prev_Incidents,Patch_Size_MB,Applied_During_Peak,Pre_Health_Score,Post_Health_Score,Downtime_Mins,Result
P1622,RHEL,Bugfix,Low,24,Low,1,468,No,70.3,63.3,5.3,Risky
P1623,RHEL,Kernel,Medium,55,High,1,92,Yes,68.5,58.0,10.3,Risky
P1624,Windows,Security,Critical,82,High,0,99,No,77.0,66.9,13.0,Risky
P1625,RHEL,Kernel,Medium,43,Low,0,52,No,98.5,96.8,3.0,Safe
P1626,RHEL,Security,Medium,41,Low,0,281,No,73.1,67.0,11.9,Safe
P1627,Windows,Bugfix,Medium,54,Medium,0,268,No,73.5,68.3,2.8,Safe
P1628,RHEL,Bugfix,Medium,38,Medium,0,108,No,76.7,70.5,6.5,Safe
P1629,RHEL,Security,Medium,79,High,1,333,No,96.1,90.7,8.1,Risky
P1630,Windows,Bugfix,Low,37,Low,1,351,No,99.4,99.7,0.4,Safe
P1631,Ubuntu,Feature,Medium,35,Low,1,113,No,95.2,92.0,6.0,Safe
P1632,Windows,Security,High,58,Low,2,119,Yes,95.8,90.7,2.7,Safe
P1633,Windows,Security,High,48,Low,2,352,No,100.0,99.1,1.0,Safe
P1634,RHEL,Feature,Low,38,Low,1,191,No,67.0,56.9,15.2,Safe
P1635,RHEL,Bugfix,Critical,75,High,0,440,Yes,72.8,58.1,12.1,Risky
P1636,Windows,Kernel,Medium,66,Medium,0,251,No,78.0,74.5,5.6,Safe
P1637,RHEL,Feature,Medium,27,Medium,2,256,No,86.0,76.6,5.9,Risky
P1638,RHEL,Kernel,High,50,Low,0,464,Yes,86.0,73.7,14.4,Risky
P1639,RHEL,Feature,High,60,Low,0,270,No,86.2,74.6,17.5,Risky
P1640,RHEL,Security,Critical,11,High,1,411,No,93.3,83.0,9.3,Risky
P1641,RHEL,Security,Medium,93,Medium,0,295,No,65.8,60.1,3.5,Risky
P1642,RHEL,Feature,High,65,Medium,0,130,Yes,83.6,68.3,29.5,Risky
P1643,RHEL,Bugfix,Low,7,Medium,0,300,No,87.7,89.3,3.0,Safe
P1644,RHEL,Security,High,42,Low,1,100,Yes,81.7,71.7,19.0,Risky
P1645,Ubuntu,Security,High,88,Medium,0,334,No,86.9,80.2,13.2,Safe
P1646,Windows,Kernel,Medium,38,Low,0,418,Yes,95.2,87.9,5.7,Safe
P1647,Windows,Bugfix,Low,48,High,1,448,No,85.6,76.3,6.8,Safe
P1648,Windows,Bugfix,High,34,Low,0,433,Yes,100.0,93.4,3.6,Safe
P1649,RHEL,Bugfix,Low,21,Medium,1,395,Yes,94.5,88.4,11.2,Safe
P1650,RHEL,Security,Low,63,Low,0,253,Yes,87.7,83.7,6.4,Safe
P1651,Windows,Security,High,14,Medium,1,74,No,90.0,86.3,5.4,Safe
P1652,Windows,Security,Medium,88,High,0,494,No,92.4,89.3,6.0,Risky
P1653,Windows,Security,High,22,Medium,0,90,Yes,100.0,96.0,5.4,Safe
P1654,RHEL,Feature,Medium,49,Medium,1,118,No,96.7,95.4,1.0,Safe
P1655,RHEL,Bugfix,Low,95,High,1,53,No,90.1,83.8,4.8,Safe
P1656,RHEL,Feature,High,63,Medium,0,289,No,77.7,68.6,6.3,Risky
P1657,RHEL,Feature,Medium,66,Low,2,410,No,89.1,76.9,11.8,Risky
P1658,Windows,Security,Low,63,Low,1,490,No,90.8,88.2,2.7,Safe
P1659,Windows,Bugfix,High,53,Medium,0,80,No,92.8,87.5,9.0,Safe
P1660,RHEL,Bugfix,Medium,67,Medium,0,436,No,77.7,74.3,2.7,Safe
P1661,Ubuntu,Feature,Medium,91,Low,1,166,No,92.4,85.0,11.8,Safe
P1662,Windows,Security,Medium,36,Low,0,244,No,93.0,94.9,2.4,Risky
P1663,RHEL,Bugfix,High,14,High,0,139,No,72.9,69.5,6.8,Safe
P1664,RHEL,Bugfix,High,15,Low,0,227,Yes,73.0,59.6,22.3,Risky
P1665,RHEL,Security,High,74,Medium,3,194,No,96.2,90.5,11.0,Safe
P1666,RHEL,Security,Low,66,Low,0,493,Yes,76.4,76.1,0.3,Safe
P1667,RHEL,Bugfix,High,51,High,2,251,No,100.0,97.3,1.8,Risky
P1668,RHEL,Feature,Medium,38,Low,3,371,Yes,82.2,73.9,10.4,Risky
P1669,RHEL,Security,Medium,21,Medium,0,393,No,88.8,83.5,3.6,Safe
P1670,RHEL,Bugfix,Medium,58,Low,0,252,No,88.4,83.6,5.9,Safe
P1671,Ubuntu,Security,High,80,Medium,0,73,No,77.9,76.6,1.2,Safe
P1672,RHEL,Feature,High,89,High,0,404,No,98.9,91.6,9.0,Risky
P1673,Windows,Security,Low,44,Medium,0,465,No,82.2,75.3,13.2,Safe
P1674,RHEL,Feature,Medium,23,Medium,1,154,No,85.6,78.8,6.3,Safe
P1675,Ubuntu,Security,High,71,Medium,0,324,No,65.2,57.4,15.4,Risky
P1676,RHEL,Security,Low,86,Low,1,371,Yes,71.6,67.8,3.3,Risky
P1677,RHEL,Security,Critical,57,High,1,109,No,96.3,85.2,9.0,Safe
P1678,Ubuntu,Security,Medium,68,Low,1,420,No,84.9,80.3,6.1,Safe
P1679,Ubuntu,Bugfix,Medium,87,Medium,0,499,No,79.1,70.4,15.4,Safe
P1680,Ubuntu,Security,Low,51,Low,1,64,Yes,79.3,73.8,9.0,Safe
P1681,RHEL,Feature,Low,10,Low,0,134,No,90.5,84.8,9.1,Safe
P1682,RHEL,Security,Critical,20,Low,0,468,Yes,97.6,88.7,8.3,Risky
P1683,Windows,Security,Low,76,Medium,0,246,No,79.4,75.6,2.0,Safe
P1684,Ubuntu,Security,High,22,Medium,0,284,No,96.0,89.0,5.2,Safe
P1685,Windows,Security,Medium,56,Medium,1,460,No,83.4,78.4,5.1,Safe
P1686,Windows,Security,Low,52,Low,1,393,No,90.0,88.1,3.7,Risky
P1687,RHEL,Bugfix,Low,47,Low,0,312,No,67.2,61.6,10.6,Risky
P1688,Windows,Bugfix,Medium,43,Medium,0,55,No,69.0,67.6,1.1,Safe
P1689,RHEL,Bugfix,Critical,53,High,0,430,No,93.2,85.9,11.7,Risky
P1690,RHEL,Bugfix,Medium,16,Low,1,338,No,87.7,82.2,7.6,Safe
P1691,RHEL,Bugfix,Medium,14,Medium,0,107,No,89.0,86.8,1.3,Risky
P1692,Windows,Security,Medium,75,Medium,1,482,No,74.2,70.4,4.0,Safe
P1693,RHEL,Bugfix,Medium,59,Medium,1,194,No,80.8,74.9,7.3,Safe
P1694,RHEL,Kernel,Medium,5,High,0,415,No,68.3,57.7,15.8,Risky
P1695,Windows,Bugfix,High,53,High,0,91,No,76.5,69.4,6.7,Safe
P1696,RHEL,Bugfix,Medium,40,Medium,0,399,Yes,84.8,74.7,19.2,Safe
P1697,Windows,Security,Medium,25,Low,1,249,No,88.3,86.0,2.7,Safe
P1698,RHEL,Feature,Low,41,High,0,473,Yes,77.9,65.3,11.0,Risky
P1699,RHEL,Feature,Critical,28,Medium,0,223,Yes,90.5,78.6,11.6,Risky
P1700,Windows,Bugfix,Low,59,Low,0,434,No,84.6,80.6,6.5,Safe
P1701,RHEL,Kernel,Low,29,Medium,0,384,No,82.7,79.3,5.1,Safe
P1702,RHEL,Security,Medium,11,High,1,144,No,85.8,82.5,5.3,Risky
P1703,RHEL,Security,Medium,85,High,2,266,No,100.0,98.9,1.0,Safe
P1704,RHEL,Feature,Medium,97,Low,0,160,No,83.4,78.1,5.3,Safe
P1705,Ubuntu,Feature,Medium,98,Medium,0,402,Yes,94.5,83.3,12.3,Safe
P1706,RHEL,Security,High,75,High,1,229,No,90.5,88.4,1.6,Safe
P1707,Ubuntu,Security,Low,75,Low,1,212,No,82.5,77.9,7.1,Safe
P1708,RHEL,Security,High,28,Medium,0,168,Yes,69.5,66.6,2.9,Safe
P1709,Windows,Security,Medium,15,Medium,1,374,No,78.7,74.8,3.9,Risky
P1710,Windows,Feature,Medium,77,Medium,1,438,No,85.8,78.4,6.7,Risky
P1711,Windows,Bugfix,Medium,16,Low,0,277,No,84.0,80.5,4.0,Safe
P1712,RHEL,Security,Low,39,Medium,0,194,No,98.0,99.9,3.2,Safe
P1713,RHEL,Security,High,67,High,1,486,No,77.7,66.6,19.4,Risky
P1714,RHEL,Security,Medium,72,Medium,1,357,No,83.5,80.0,6.0,Safe
P1715,Ubuntu,Security,Medium,96,Medium,0,191,No,90.4,89.0,2.0,Safe
P1716,Ubuntu,Bugfix,Medium,61,Medium,0,171,No,82.2,80.3,1.8,Safe
P1717,Ubuntu,Kernel,Critical,17,Low,0,334,No,94.7,83.1,18.6,Risky
P1718,RHEL,Feature,Medium,27,Medium,0,441,No,74.1,72.5,0.9,Risky
P1719,Windows,Security,Critical,87,Low,0,275,Yes,69.8,55.1,25.0,Risky
P1720,Ubuntu,Feature,Medium,43,High,1,409,Yes,82.1,67.2,24.9,Risky
P1721,RHEL,Feature,Low,92,Low,0,306,No,84.3,81.9,3.5,Safe
P1722,RHEL,Feature,Low,84,Medium,0,334,No,87.2,77.0,6.6,Safe
P1723,Windows,Bugfix,Medium,16,Medium,1,469,No,86.4,80.3,12.0,Safe
P1724,Windows,Security,Low,38,High,0,484,Yes,80.9,76.0,8.1,Safe
P1725,Ubuntu,Security,Low,75,Low,0,214,No,69.9,67.9,3.3,Safe
P1726,RHEL,Security,Critical,79,Low,2,270,No,83.8,73.4,6.2,Risky
P1727,Windows,Security,High,35,Low,0,118,No,74.6,69.8,5.2,Safe
P1728,RHEL,Security,High,97,High,2,358,No,85.7,74.2,7.3,Risky
P1729,RHEL,Bugfix,Low,66,Low,2,273,No,73.9,60.6,13.8,Risky
P1730,RHEL,Feature,Low,17,Low,0,173,Yes,88.8,83.5,7.2,Safe
P1731,Ubuntu,Bugfix,Low,35,Low,0,485,No,100.0,94.7,9.7,Safe
P1732,Windows,Security,High,6,Medium,0,393,No,77.7,66.5,10.4,Risky
P1733,Windows,Kernel,Critical,19,Low,2,388,No,72.3,48.0,34.9,Risky
P1734,RHEL,Kernel,Medium,61,Low,0,61,No,96.4,93.3,2.4,Safe
P1735,Ubuntu,Feature,Low,79,Low,0,101,No,100.0,95.1,5.1,Safe
P1736,RHEL,Kernel,Medium,38,Medium,0,178,No,72.5,66.9,10.9,Risky
P1737,Ubuntu,Bugfix,Medium,72,Medium,0,184,No,84.1,79.8,7.0,Risky
P1738,RHEL,Kernel,Medium,79,Medium,1,194,No,89.9,84.5,7.0,Safe
P1739,RHEL,Security,Medium,33,High,0,176,Yes,82.4,78.0,3.9,Safe
P1740,RHEL,Security,High,70,High,0,275,No,67.5,50.4,18.3,Risky
P1741,RHEL,Security,Low,20,Medium,0,476,Yes,71.3,67.9,2.4,Safe
P1742,Windows,Security,Low,43,Medium,0,120,No,72.3,68.8,3.7,Risky
P1743,Windows,Security,Critical,81,Medium,1,322,No,74.6,56.6,13.1,Risky
P1744,RHEL,Bugfix,Low,41,High,0,236,No,85.9,83.1,4.7,Safe
P1745,Ubuntu,Feature,Low,85,Medium,0,52,Yes,96.0,94.3,1.0,Safe
P1746,RHEL,Bugfix,Low,25,Medium,0,334,No,71.4,69.6,1.5,Safe
P1747,Windows,Security,Low,48,Medium,0,71,No,77.1,72.1,7.7,Safe
P1748,Ubuntu,Feature,Medium,23,High,0,215,No,73.9,68.8,9.4,Risky
P1749,Windows,Bugfix,High,75,Low,0,359,No,87.9,79.6,16.1,Safe
P1750,RHEL,Security,Medium,12,Low,0,412,No,76.8,72.8,6.9,Safe
P1751,Ubuntu,Bugfix,Medium,81,Medium,0,483,No,74.9,70.2,3.9,Safe
P1752,Windows,Security,Medium,70,Low,0,295,No,69.0,62.3,6.2,Safe
P1753,RHEL,Security,Medium,45,Medium,0,283,No,98.6,97.3,2.3,Safe
P1754,RHEL,Kernel,High,79,Low,2,374,No,100.0,96.5,6.4,Safe
P1755,Windows,Security,High,92,Low,0,207,No,85.8,81.5,6.4,Safe
P1756,Windows,Bugfix,Low,74,High,0,200,No,99.9,96.7,3.1,Risky
P1757,Windows,Feature,High,65,Medium,0,262,No,79.3,69.0,8.7,Safe
P1758,Ubuntu,Feature,Medium,30,Medium,1,425,No,85.0,79.9,9.1,Risky
P1759,Windows,Security,Critical,75,Low,1,267,No,91.5,75.1,13.3,Risky
P1760,RHEL,Security,Medium,87,Low,0,295,No,77.5,73.1,6.6,Safe
P1761,RHEL,Security,Critical,74,High,1,352,No,83.4,73.6,19.2,Risky
P1762,RHEL,Bugfix,High,33,Medium,0,454,No,82.2,77.3,7.7,Safe
P1763,Windows,Bugfix,Low,70,Medium,2,325,No,89.4,85.9,3.1,Safe
P1764,RHEL,Security,Medium,23,High,0,200,No,85.6,82.7,2.7,Safe
P1765,Windows,Kernel,Critical,72,High,0,245,No,77.7,63.3,9.2,Risky
P1766,Windows,Bugfix,High,62,High,0,454,Yes,82.0,69.5,19.1,Risky
P1767,Ubuntu,Security,Low,74,Medium,0,70,No,96.1,97.3,1.5,Safe
P1768,RHEL,Bugfix,High,61,Low,0,306,No,90.5,85.8,3.8,Safe
P1769,Ubuntu,Bugfix,Medium,41,Medium,2,448,No,89.6,88.6,0.9,Safe
P1770,RHEL,Security,Low,65,Medium,0,66,No,100.0,99.1,0.5,Safe
P1771,Ubuntu,Security,Medium,96,Low,0,100,No,73.7,72.8,1.8,Safe
P1772,RHEL,Feature,Low,34,Medium,1,496,No,92.1,83.3,15.4,Safe
P1773,RHEL,Bugfix,High,75,Low,1,319,No,85.5,80.7,5.3,Safe
P1774,Windows,Bugfix,Medium,77,Medium,0,364,Yes,88.4,83.1,10.2,Safe
P1775,RHEL,Bugfix,High,29,Low,1,132,No,86.8,72.7,21.4,Risky
P1776,RHEL,Security,Low,69,Medium,0,355,No,78.0,72.2,9.4,Safe
P1777,Windows,Security,Medium,10,Low,1,173,Yes,74.6,69.6,7.6,Risky
P1778,Windows,Bugfix,Low,22,High,0,339,No,85.0,80.0,8.2,Safe
P1779,Windows,Security,Low,14,Medium,0,311,No,77.2,77.5,0.2,Safe
P1780,Windows,Security,Low,96,Medium,0,414,No,81.3,74.3,9.4,Safe
P1781,Windows,Feature,Low,15,High,1,98,No,93.0,87.5,9.8,Safe
P1782,RHEL,Kernel,Medium,69,Medium,1,55,No,72.7,67.4,2.8,Safe
P1783,RHEL,Feature,Low,81,High,0,166,No,83.1,80.8,1.5,Safe
P1784,RHEL,Feature,Medium,88,Low,0,167,No,95.5,95.5,0.0,Safe
P1785,Ubuntu,Security,Medium,69,Low,1,312,No,79.9,75.5,4.1,Safe
P1786,Windows,Kernel,High,56,Low,1,402,No,99.7,91.8,6.1,Risky
P1787,RHEL,Security,Critical,71,Low,0,484,No,69.5,55.1,20.6,Risky
P1788,RHEL,Kernel,Medium,86,High,0,423,No,100.0,94.1,5.6,Safe
P1789,Ubuntu,Kernel,Medium,82,Low,0,178,Yes,85.2,73.4,8.7,Safe
P1790,RHEL,Feature,Low,35,Medium,1,446,Yes,71.7,54.2,32.6,Risky
P1791,Windows,Kernel,Critical,95,Medium,1,220,No,93.3,80.4,19.9,Risky
P1792,Windows,Bugfix,Low,21,Medium,1,76,No,89.3,87.9,1.2,Safe
P1793,Windows,Security,Low,59,Medium,0,248,No,98.8,99.6,0.8,Safe
P1794,RHEL,Bugfix,Low,97,Medium,2,421,No,69.6,55.5,22.9,Risky
P1795,Ubuntu,Bugfix,Medium,40,Low,2,436,Yes,74.0,56.6,29.4,Risky
P1796,Ubuntu,Security,Low,30,Low,0,363,No,92.7,93.5,0.6,Risky
P1797,Windows,Bugfix,High,57,Medium,1,394,No,100.0,96.0,7.7,Safe
P1798,Windows,Kernel,Low,21,Medium,0,146,No,90.8,84.7,10.1,Safe
P1799,Ubuntu,Security,Medium,90,Medium,1,66,Yes,92.3,88.9,6.1,Safe
P1800,Windows,Feature,Low,29,High,0,222,No,77.4,71.9,3.9,Safe
P1801,RHEL,Kernel,Low,6,Medium,1,150,No,83.2,76.1,5.1,Safe
P1802,Windows,Kernel,Critical,90,Medium,2,235,No,78.8,67.0,11.3,Risky
P1803,Windows,Kernel,Low,9,Low,0,233,No,90.0,85.2,2.9,Safe
P1804,RHEL,Bugfix,High,8,Medium,0,487,No,94.3,88.1,3.9,Safe
P1805,Windows,Kernel,Medium,40,Medium,0,264,No,86.9,83.5,2.4,Safe
P1806,Ubuntu,Feature,Low,10,Low,1,300,No,93.0,83.4,14.9,Safe
P1807,Ubuntu,Security,Critical,25,Low,0,265,No,84.7,80.2,2.5,Safe
P1808,RHEL,Bugfix,Low,81,Medium,0,78,No,98.2,97.4,0.5,Safe
P1809,RHEL,Feature,High,93,Medium,0,151,No,76.4,69.9,12.4,Risky
P1810,Ubuntu,Security,Low,30,Low,0,172,No,99.2,97.9,0.8,Safe
P1811,Ubuntu,Bugfix,High,59,Medium,0,103,Yes,77.8,66.7,14.6,Risky
P1812,RHEL,Bugfix,Low,43,Low,0,332,Yes,85.2,79.9,7.8,Safe
P1813,Ubuntu,Security,Medium,88,High,1,151,No,73.1,68.8,8.3,Risky
P1814,Ubuntu,Bugfix,High,37,Low,0,166,No,90.1,85.8,7.9,Safe
P1815,Windows,Feature,Critical,18,Medium,1,153,No,86.3,70.7,18.1,Risky
P1816,Windows,Bugfix,Critical,60,Medium,0,94,No,92.4,86.7,10.9,Safe
P1817,RHEL,Security,High,85,High,0,163,No,67.7,66.4,1.5,Risky
P1818,RHEL,Security,High,25,Low,0,392,No,86.3,81.1,7.9,Safe
P1819,RHEL,Security,Low,50,Medium,0,80,No,89.0,84.4,4.1,Safe
P1820,Ubuntu,Kernel,Low,20,Medium,1,213,Yes,75.1,68.2,10.1,Safe
P1821,RHEL,Security,Low,20,Medium,1,238,No,90.3,89.1,1.7,Safe
P1822,RHEL,Bugfix,Medium,88,Medium,0,342,No,62.0,55.7,8.9,Safe
P1823,RHEL,Security,Medium,33,Medium,0,244,Yes,83.7,82.9,1.3,Safe
P1824,Windows,Security,Medium,96,High,0,341,Yes,99.1,94.4,3.6,Risky
P1825,Ubuntu,Feature,Low,12,Low,0,424,No,83.6,79.5,4.0,Safe
P1826,RHEL,Feature,Medium,92,Low,0,310,No,77.8,67.0,17.4,Safe
P1827,RHEL,Security,Low,7,High,0,479,No,84.4,78.9,4.1,Safe
P1828,Windows,Bugfix,Medium,93,Low,0,256,No,86.0,85.9,0.1,Risky
P1829,RHEL,Security,Medium,23,High,0,101,Yes,94.0,91.1,4.3,Safe
P1830,RHEL,Bugfix,High,70,Medium,0,98,No,86.3,79.7,12.5,Safe
P1831,RHEL,Bugfix,High,83,Medium,0,55,Yes,92.6,89.1,2.2,Safe
P1832,RHEL,Security,Medium,90,Low,1,428,No,85.9,81.4,5.8,Safe
P1833,RHEL,Security,Low,78,Low,0,443,No,77.5,72.4,3.2,Safe
P1834,RHEL,Security,Medium,86,Medium,0,423,No,71.0,70.4,0.6,Safe
P1835,RHEL,Kernel,Low,26,High,0,273,No,88.7,75.9,9.8,Safe
P1836,Ubuntu,Kernel,Medium,50,High,1,72,No,60.3,49.6,15.7,Risky
P1837,RHEL,Security,Medium,95,Low,1,194,No,67.3,62.3,8.3,Risky
P1838,Windows,Feature,Low,17,Low,0,159,No,71.0,61.8,8.1,Safe
P1839,Windows,Security,Low,37,Low,0,261,No,92.1,91.1,1.6,Risky
P1840,RHEL,Security,Critical,9,High,0,349,No,70.1,59.1,12.9,Risky
P1841,Windows,Feature,Critical,94,Low,1,90,No,89.7,78.6,10.3,Risky
P1842,RHEL,Kernel,Medium,81,Low,0,448,No,74.7,69.7,6.4,Safe
P1843,Ubuntu,Kernel,Low,31,Low,0,221,No,83.5,72.0,12.3,Safe
P1844,RHEL,Bugfix,Low,82,Low,1,235,Yes,84.4,78.5,5.0,Safe
P1845,RHEL,Security,Medium,28,High,0,263,No,83.4,81.2,3.7,Safe
P1846,RHEL,Feature,Critical,71,Medium,0,355,No,78.5,63.9,24.8,Risky
P1847,Ubuntu,Security,Low,67,Low,0,101,No,69.3,64.7,7.9,Risky
P1848,Windows,Bugfix,High,98,Low,1,119,Yes,85.3,73.7,12.4,Safe
P1849,Windows,Security,Low,52,Low,0,245,No,90.6,89.1,1.1,Safe
P1850,RHEL,Bugfix,Critical,67,Low,0,496,No,91.8,85.8,10.6,Risky
P1851,Windows,Security,Medium,82,Low,1,491,No,85.8,83.1,2.7,Safe
P1852,RHEL,Security,High,16,Medium,0,200,No,87.6,83.4,6.7,Safe
P1853,Ubuntu,Kernel,Medium,32,Low,1,477,No,77.3,71.2,10.5,Risky
P1854,RHEL,Security,Medium,48,Low,1,158,No,89.5,87.3,3.7,Safe
P1855,RHEL,Bugfix,Low,97,Medium,0,167,Yes,89.1,89.2,0.0,Risky
P1856,RHEL,Security,Low,47,Medium,1,414,No,82.0,76.6,10.3,Safe
P1857,RHEL,Security,Critical,21,Medium,0,144,No,85.5,78.3,10.7,Safe
P1858,Windows,Security,Critical,44,Medium,1,305,No,84.7,74.4,14.1,Risky
P1859,RHEL,Security,High,53,Medium,1,93,No,89.6,83.7,9.1,Safe
P1860,Windows,Feature,Medium,89,Medium,0,485,No,69.6,58.7,6.2,Risky
P1861,RHEL,Security,High,61,Low,2,116,No,69.4,53.1,17.7,Risky
P1862,Windows,Kernel,Low,91,High,0,205,No,69.9,67.3,4.7,Risky
P1863,RHEL,Bugfix,Medium,88,Low,0,372,No,80.6,78.4,1.6,Safe
P1864,RHEL,Bugfix,Medium,68,Medium,0,255,No,89.6,89.7,0.2,Safe
P1865,Windows,Bugfix,Medium,79,Medium,0,323,No,62.5,60.8,1.9,Safe
P1866,RHEL,Bugfix,Medium,61,Medium,0,204,No,85.9,83.3,2.7,Safe
P1867,RHEL,Feature,Low,78,High,0,228,Yes,96.9,90.8,8.3,Safe
P1868,Ubuntu,Security,Medium,78,Medium,1,109,No,87.7,87.3,0.9,Safe
P1869,Ubuntu,Security,High,74,High,0,123,No,64.8,53.5,10.0,Risky
P1870,RHEL,Feature,Medium,92,High,0,98,Yes,90.2,80.7,14.8,Safe
P1871,RHEL,Kernel,Low,80,High,1,320,No,87.4,76.2,18.3,Risky
P1872,Windows,Feature,Low,47,High,0,122,No,81.6,74.7,9.4,Safe
P1873,RHEL,Bugfix,Low,27,High,1,245,No,86.8,83.8,1.9,Safe
P1874,RHEL,Feature,Low,31,Medium,2,448,No,71.0,49.4,29.3,Safe
P1875,RHEL,Bugfix,Medium,62,Medium,1,228,No,85.5,83.2,4.5,Safe
P1876,Windows,Bugfix,Medium,41,Low,0,97,No,89.8,84.7,5.1,Safe
P1877,Windows,Security,Medium,10,Medium,0,121,No,78.1,76.3,2.6,Safe
P1878,RHEL,Bugfix,Medium,69,High,0,162,No,80.3,78.1,4.2,Safe
P1879,RHEL,Security,High,10,Medium,0,294,No,79.3,76.7,4.4,Safe
P1880,RHEL,Security,Low,54,High,0,434,No,80.2,72.0,12.6,Safe
P1881,Windows,Feature,Medium,26,High,1,440,No,76.7,61.8,29.1,Risky
P1882,RHEL,Security,High,92,Low,0,358,Yes,77.3,71.6,4.3,Risky
P1883,RHEL,Security,Low,29,Low,1,208,Yes,90.2,86.7,5.7,Risky
P1884,Windows,Security,Low,83,Low,0,323,No,67.6,61.6,6.7,Safe
P1885,RHEL,Kernel,High,94,Low,0,317,No,86.8,78.2,9.0,Risky
P1886,Windows,Bugfix,Medium,76,Medium,1,353,No,90.1,86.8,4.2,Safe
P1887,RHEL,Bugfix,Medium,55,High,0,79,No,71.5,63.7,4.3,Risky
P1888,RHEL,Feature,Low,92,Medium,0,146,Yes,84.2,76.7,7.3,Safe
P1889,RHEL,Feature,Medium,52,Medium,0,300,Yes,75.8,69.5,4.7,Risky
P1890,Windows,Security,Medium,74,Low,0,56,No,96.4,96.0,0.3,Risky
P1891,Ubuntu,Bugfix,Low,69,Low,2,141,No,82.9,75.8,7.2,Safe
P1892,Ubuntu,Feature,Medium,64,Medium,1,162,No,99.7,99.8,0.1,Safe
P1893,RHEL,Bugfix,Low,50,Low,1,308,No,98.2,95.8,1.9,Safe
P1894,Windows,Security,Medium,40,Low,1,156,Yes,88.1,80.3,10.1,Risky
P1895,RHEL,Feature,Low,62,Medium,0,112,No,100.0,94.4,9.1,Safe
P1896,RHEL,Bugfix,Low,80,Low,0,439,No,69.3,64.0,4.5,Safe
P1897,Ubuntu,Security,Low,42,High,0,407,No,99.5,96.4,5.8,Safe
P1898,RHEL,Bugfix,Low,15,Low,0,320,No,82.3,79.6,4.8,Safe
P1899,RHEL,Security,Critical,16,Low,1,248,No,83.7,75.4,7.3,Risky
P1900,RHEL,Security,Low,46,Low,0,476,No,80.4,74.8,11.2,Safe
P1901,RHEL,Feature,Medium,43,Low,1,396,Yes,70.5,59.0,17.3,Safe
P1902,RHEL,Security,Low,75,Medium,1,386,Yes,90.7,82.7,7.4,Safe
P1903,Windows,Bugfix,Medium,15,Medium,1,195,No,72.6,60.0,19.1,Safe
P1904,RHEL,Bugfix,Critical,40,Medium,0,455,No,79.1,67.8,17.0,Risky
P1905,Ubuntu,Security,Low,56,Medium,0,110,Yes,79.5,76.6,4.1,Safe
P1906,Ubuntu,Kernel,Critical,35,Medium,0,169,No,95.0,86.4,13.5,Safe
P1907,RHEL,Security,Low,37,Medium,1,110,No,84.3,78.4,5.3,Safe
P1908,RHEL,Security,High,17,Low,0,358,No,60.6,47.1,26.5,Risky
P1909,RHEL,Security,Medium,22,Medium,0,75,Yes,76.0,70.8,9.2,Safe
P1910,Windows,Security,High,45,Medium,1,164,No,69.4,64.7,7.6,Risky
P1911,RHEL,Security,Medium,62,High,1,89,No,90.0,86.8,1.7,Safe
P1912,Windows,Feature,Medium,60,Medium,0,393,No,73.2,60.5,17.6,Risky
P1913,RHEL,Kernel,Low,28,Low,0,165,No,78.9,71.8,11.2,Risky
P1914,Windows,Security,Low,77,Low,2,185,No,100.0,100.0,0.0,Safe
P1915,RHEL,Bugfix,Critical,35,High,0,326,No,91.4,80.1,21.7,Risky
P1916,RHEL,Feature,Medium,59,Low,1,348,No,73.4,66.3,13.3,Risky
P1917,Ubuntu,Feature,Medium,14,Low,0,70,No,93.3,87.2,6.7,Safe
P1918,Windows,Bugfix,High,64,Low,0,436,No,77.8,66.4,21.1,Safe
P1919,RHEL,Security,Medium,6,Low,0,80,No,93.2,88.9,2.2,Safe
P1920,Ubuntu,Security,Critical,19,Low,0,296,No,80.9,71.0,10.2,Risky
P1921,RHEL,Feature,High,7,Medium,0,460,No,75.4,63.7,7.8,Risky
P1922,Ubuntu,Feature,Medium,47,Medium,0,76,Yes,74.5,64.2,18.7,Risky
P1923,Windows,Security,High,35,High,1,122,No,87.9,82.5,10.2,Safe
P1924,RHEL,Security,Low,74,Low,1,490,Yes,94.1,89.0,4.6,Safe
P1925,RHEL,Kernel,Low,71,Low,1,146,Yes,88.7,84.1,4.9,Risky
P1926,RHEL,Feature,Medium,60,Medium,1,210,No,80.7,74.6,12.0,Risky
P1927,Windows,Kernel,Low,67,Medium,1,395,No,67.0,57.1,13.4,Risky
P1928,Windows,Feature,High,79,Medium,0,349,No,78.6,64.3,17.9,Risky
P1929,RHEL,Security,Critical,19,High,1,348,No,72.5,64.6,9.9,Risky
P1930,RHEL,Bugfix,Medium,96,Low,0,336,No,98.7,99.5,1.3,Safe
P1931,Ubuntu,Bugfix,Medium,14,High,1,422,No,81.0,72.5,16.4,Safe
P1932,Ubuntu,Security,Critical,42,Medium,0,498,No,88.0,81.6,6.7,Risky
P1933,Windows,Bugfix,Medium,51,Low,1,261,No,81.6,72.6,6.8,Safe
P1934,RHEL,Feature,Medium,61,High,1,125,No,89.3,84.1,4.0,Safe
P1935,RHEL,Security,Medium,54,Medium,1,450,No,92.2,89.2,1.6,Safe
